Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos_x,Velocidad (Mbps),Accesos_y
chaco,general donovan,la escondida,CABLEMODEM,22056010,311 ,,
chaco,general donovan,la escondida,FIBRA OPTICA,22056010,180 ,,
chaco,general donovan,la escondida,SATELITAL,22056010,2 ,,
chaco,general donovan,la verde,ADSL,22056020,10 ,,
chaco,general donovan,la verde,CABLEMODEM,22056020,142 ,,
chaco,general donovan,la verde,FIBRA OPTICA,22056020,58 ,,
chaco,general donovan,la verde,Otros,22056020,305 ,,
chaco,general donovan,la verde,SATELITAL,22056020,2 ,,
chaco,general donovan,lapachito,ADSL,22056030,1 ,,
chaco,general donovan,lapachito,CABLEMODEM,22056030,90 ,,
chaco,general donovan,lapachito,FIBRA OPTICA,22056030,45 ,,
chaco,general donovan,makallé,ADSL,22056040,26 ,,
chaco,general donovan,makallé,CABLEMODEM,22056040,502 ,,
chaco,general donovan,makallé,SATELITAL,22056040,1 ,,
chaco,general güemes,el espinillo,SATELITAL,22063010,1 ,,
chaco,general güemes,el sauzal,SATELITAL,22063020,1 ,,
chaco,general güemes,el sauzal,WIRELESS,22063020,62 ,,
chaco,general güemes,el sauzalito,SATELITAL,22063030,1 ,,
chaco,general güemes,el sauzalito,WIRELESS,22063030,120 ,,
chaco,general güemes,fortín lavalle,WIRELESS,22063040,36 ,,
chaco,general güemes,fuerte esperanza,FIBRA OPTICA,22063050,8 ,,
chaco,general güemes,fuerte esperanza,SATELITAL,22063050,1 ,,
chaco,general güemes,juan josé castelli,ADSL,22063060,333 ,,
chaco,general güemes,juan josé castelli,FIBRA OPTICA,22063060,294 ,,
chaco,general güemes,juan josé castelli,WIRELESS,22063060,646 ,,
chaco,general güemes,miraflores,WIRELESS,22063070,712 ,,
chaco,general güemes,nueva pompeya,FIBRA OPTICA,22063080,1 ,,
chaco,general güemes,nueva pompeya,SATELITAL,22063080,4 ,,
chaco,general güemes,nueva pompeya,WIRELESS,22063080,308 ,,
chaco,general güemes,villa río bermejito,ADSL,22063100,3 ,,
chaco,general güemes,villa río bermejito,FIBRA OPTICA,22063100,194 ,,
chaco,general güemes,villa río bermejito,SATELITAL,22063100,2 ,,
chaco,general güemes,villa río bermejito,WIRELESS,22063100,222 ,,
chaco,general güemes,wichi,SATELITAL,22063110,1 ,,
chaco,general güemes,wichi,WIRELESS,22063110,91 ,,
chaco,independencia,avia terai,ADSL,22070010,50 ,,
chaco,independencia,avia terai,FIBRA OPTICA,22070010,42 ,,
chaco,independencia,avia terai,SATELITAL,22070010,1 ,,
chaco,independencia,avia terai,WIRELESS,22070010,1 ,,
chaco,independencia,campo largo,ADSL,22070020,76 ,,
chaco,independencia,campo largo,FIBRA OPTICA,22070020,482 ,,
chaco,independencia,campo largo,Otros,22070020,3 ,,
chaco,libertad,laguna blanca,SATELITAL,22077030,2 ,,
chaco,libertad,puerto tirol,ADSL,22077040,369 ,,
chaco,libertad,puerto tirol,CABLEMODEM,22077040,1 ,,
chaco,libertad,puerto tirol,FIBRA OPTICA,22077040,479 ,,
chaco,libertad,puerto tirol,WIRELESS,22077040,73 ,,
chaco,libertador general san martín,ciervo petiso,SATELITAL,22084010,1 ,,
chaco,libertador general san martín,ciervo petiso,WIRELESS,22084010,57 ,,
chaco,libertador general san martín,general josé de san martín,ADSL,22084020,69 ,,
chaco,libertador general san martín,general josé de san martín,CABLEMODEM,22084020,315 ,,
chaco,libertador general san martín,general josé de san martín,FIBRA OPTICA,22084020,6.330 ,,
chaco,libertador general san martín,general josé de san martín,WIRELESS,22084020,450 ,,
chaco,libertador general san martín,la eduvigis,SATELITAL,22084030,1 ,,
chaco,libertador general san martín,laguna limpia,WIRELESS,22084040,89 ,,
chaco,libertador general san martín,pampa almirón,FIBRA OPTICA,22084050,26 ,,
chaco,libertador general san martín,pampa almirón,WIRELESS,22084050,50 ,,
chaco,libertador general san martín,pampa del indio,FIBRA OPTICA,22084060,25 ,,
chaco,libertador general san martín,pampa del indio,SATELITAL,22084060,2 ,,
chaco,libertador general san martín,pampa del indio,WIRELESS,22084060,742 ,,
chaco,libertador general san martín,presidencia roca,FIBRA OPTICA,22084070,504 ,,
chaco,libertador general san martín,presidencia roca,SATELITAL,22084070,2 ,,
chaco,libertador general san martín,presidencia roca,WIRELESS,22084070,46 ,,
chaco,maipú,tres isletas,ADSL,22091010,193 ,,
chaco,maipú,tres isletas,WIRELESS,22091010,57 ,,
chaco,mayor luis j. fontana,coronel du graty,ADSL,22098010,66 ,,
chaco,mayor luis j. fontana,coronel du graty,CABLEMODEM,22098010,73 ,,
chaco,mayor luis j. fontana,coronel du graty,FIBRA OPTICA,22098010,553 ,,
chaco,mayor luis j. fontana,coronel du graty,SATELITAL,22098010,1 ,,
chaco,mayor luis j. fontana,coronel du graty,WIRELESS,22098010,625 ,,
chaco,mayor luis j. fontana,enrique urién,FIBRA OPTICA,22098020,37 ,,
chaco,mayor luis j. fontana,villa angela,ADSL,22098030,581 ,,
chaco,mayor luis j. fontana,villa angela,CABLEMODEM,22098030,10 ,,
chaco,mayor luis j. fontana,villa angela,FIBRA OPTICA,22098030,5.577 ,,
chaco,mayor luis j. fontana,villa angela,WIRELESS,22098030,380 ,,
chaco,o higgins,la clotilde,CABLEMODEM,22112010,32 ,,
chaco,o higgins,la clotilde,FIBRA OPTICA,22112010,78 ,,
chaco,o higgins,la clotilde,Otros,22112010,116 ,,
chaco,o higgins,la clotilde,SATELITAL,22112010,1 ,,
chaco,o higgins,la tigra,Otros,22112020,252 ,,
chaco,o higgins,la tigra,SATELITAL,22112020,1 ,,
chaco,o higgins,san bernardo,ADSL,22112030,147 ,,
chaco,o higgins,san bernardo,FIBRA OPTICA,22112030,14 ,,
chaco,o higgins,san bernardo,Otros,22112030,38 ,,
chaco,o higgins,san bernardo,SATELITAL,22112030,3 ,,
chaco,otros,otros,Otros,Sin Datos,24 ,,
chaco,presidencia de la plaza,presidencia de la plaza,ADSL,22119010,101 ,,
chaco,presidencia de la plaza,presidencia de la plaza,CABLEMODEM,22119010,598 ,,
chaco,presidencia de la plaza,presidencia de la plaza,FIBRA OPTICA,22119010,133 ,,
chaco,presidencia de la plaza,presidencia de la plaza,WIRELESS,22119010,1 ,,
chaco,quitilipi,quitilipi,ADSL,22133010,411 ,,
chaco,quitilipi,quitilipi,FIBRA OPTICA,22133010,69 ,,
chaco,quitilipi,quitilipi,WIRELESS,22133010,125 ,,
chaco,quitilipi,villa el palmar,WIRELESS,22133020,99 ,,
chaco,san fernando,barranqueras,ADSL,22140010,115 ,,
chaco,san fernando,barranqueras,CABLEMODEM,22140010,3.683 ,,
chaco,san fernando,barranqueras,FIBRA OPTICA,22140010,147 ,,
chaco,san fernando,barranqueras,WIRELESS,22140010,15 ,,
chaco,san fernando,basail,ADSL,22140020,66 ,,
chaco,san fernando,basail,CABLEMODEM,22140020,67 ,,
chaco,san fernando,basail,SATELITAL,22140020,1 ,,
chaco,san fernando,basail,WIRELESS,22140020,57 ,,
chaco,san fernando,fontana,FIBRA OPTICA,22140040,179 ,,
chaco,san fernando,fontana,WIRELESS,22140040,225 ,,
chaco,san fernando,otros,SATELITAL,Sin Datos,3 ,,
chaco,san fernando,puerto vilelas,FIBRA OPTICA,22140050,9 ,,
chaco,san fernando,puerto vilelas,SATELITAL,22140050,1 ,,
chaco,san fernando,puerto vilelas,WIRELESS,22140050,1 ,,
chaco,san fernando,resistencia,ADSL,22140060,2.811 ,,
chaco,san fernando,resistencia,CABLEMODEM,22140060,51.606 ,,
chaco,san fernando,resistencia,DIAL UP,22140060,5 ,,
chaco,san fernando,resistencia,FIBRA OPTICA,22140060,36.504 ,,
chaco,san fernando,resistencia,Otros,22140060,2 ,,
chaco,san fernando,resistencia,SATELITAL,22140060,6 ,,
chaco,san fernando,resistencia,WIRELESS,22140060,93 ,,
chaco,san lorenzo,samuhú,SATELITAL,22147010,1 ,,
chaco,san lorenzo,villa berthet,FIBRA OPTICA,22147020,32 ,,
chaco,san lorenzo,villa berthet,SATELITAL,22147020,1 ,,
chaco,san lorenzo,villa berthet,WIRELESS,22147020,898 ,,
chaco,sargento cabral,capitán solari,FIBRA OPTICA,22154010,81 ,,
chaco,sargento cabral,colonia elisa,SATELITAL,22154020,2 ,,
chaco,sargento cabral,colonias unidas,FIBRA OPTICA,22154030,394 ,,
chaco,sargento cabral,colonias unidas,WIRELESS,22154030,15 ,,
chaco,sargento cabral,las garcitas,SATELITAL,22154050,1 ,,
chaco,sargento cabral,las garcitas,WIRELESS,22154050,101 ,,
chaco,tapenagá,charadai,FIBRA OPTICA,22161010,27 ,,
chaco,tapenagá,charadai,SATELITAL,22161010,1 ,,
chubut,biedma,arroyo verde,SATELITAL,26007010,1 ,,
chubut,biedma,puerto madryn,ADSL,26007020,2.850 ,,
chubut,biedma,puerto madryn,CABLEMODEM,26007020,26.970 ,,
chubut,biedma,puerto madryn,DIAL UP,26007020,187 ,,
chubut,biedma,puerto madryn,FIBRA OPTICA,26007020,3.783 ,,
chubut,biedma,puerto madryn,Otros,26007020,5.815 ,,
chubut,biedma,puerto madryn,SATELITAL,26007020,9 ,,
chubut,biedma,puerto madryn,WIRELESS,26007020,2.756 ,,
chubut,biedma,puerto pirámide,SATELITAL,26007030,1 ,,
chubut,biedma,puerto pirámide,WIRELESS,26007030,106 ,,
chubut,biedma,quinta el mirador,WIRELESS,26007040,22 ,,
chubut,biedma,reserva area protegida el doradillo,WIRELESS,26007050,127 ,,
chubut,cushamen,cholila,DIAL UP,26014020,1 ,,
chubut,cushamen,cholila,SATELITAL,26014020,1 ,,
chubut,cushamen,el hoyo,ADSL,26014040,139 ,,
chubut,cushamen,el hoyo,FIBRA OPTICA,26014040,685 ,,
chubut,cushamen,el hoyo,WIRELESS,26014040,673 ,,
chubut,cushamen,epuyén,ADSL,26014060,1.184 ,,
chubut,cushamen,gualjaina,SATELITAL,26014070,2 ,,
chubut,cushamen,lago puelo,ADSL,26014090,267 ,,
chubut,cushamen,lago puelo,FIBRA OPTICA,26014090,180 ,,
chubut,cushamen,lago puelo,WIRELESS,26014090,720 ,,
chubut,cushamen,leleque,SATELITAL,26014100,2 ,,
chubut,escalante,acceso norte,SATELITAL,26021020,47 ,,
chubut,escalante,acceso norte,WIRELESS,26021020,49 ,,
chubut,escalante,comodoro rivadavia,ADSL,26021030,11.887 ,,
chubut,escalante,comodoro rivadavia,CABLEMODEM,26021030,17.343 ,,
chubut,escalante,comodoro rivadavia,DIAL UP,26021030,234 ,,
chubut,escalante,comodoro rivadavia,FIBRA OPTICA,26021030,9.098 ,,
chubut,escalante,comodoro rivadavia,Otros,26021030,163 ,,
chubut,escalante,comodoro rivadavia,SATELITAL,26021030,37 ,,
chubut,escalante,comodoro rivadavia,WIRELESS,26021030,16.630 ,,
chubut,escalante,diadema argentina,WIRELESS,26021040,328 ,,
chubut,escalante,rada tilly,ADSL,26021050,910 ,,
chubut,escalante,rada tilly,DIAL UP,26021050,33 ,,
chubut,escalante,rada tilly,FIBRA OPTICA,26021050,1.206 ,,
chubut,escalante,rada tilly,Otros,26021050,20 ,,
chubut,escalante,rada tilly,WIRELESS,26021050,418 ,,
chubut,florentino ameghino,camarones,SATELITAL,26028010,1 ,,
chubut,florentino ameghino,camarones,WIRELESS,26028010,208 ,,
chubut,florentino ameghino,garayalde,WIRELESS,26028020,3 ,,
chubut,futaleufú,aldea escolar,SATELITAL,26035010,2 ,,
chubut,futaleufú,corcovado,DIAL UP,26035020,1 ,,
chubut,futaleufú,corcovado,SATELITAL,26035020,2 ,,
chubut,futaleufú,esquel,ADSL,26035030,3.136 ,,
chubut,futaleufú,esquel,CABLEMODEM,26035030,1.711 ,,
chubut,futaleufú,esquel,DIAL UP,26035030,38 ,,
chubut,futaleufú,esquel,FIBRA OPTICA,26035030,1 ,,
chubut,futaleufú,esquel,Otros,26035030,1 ,,
chubut,futaleufú,esquel,SATELITAL,26035030,3 ,,
chubut,futaleufú,esquel,WIRELESS,26035030,4.047 ,,
chubut,futaleufú,los cipreses,SATELITAL,26035050,2 ,,
chubut,futaleufú,trevelín,ADSL,26035060,425 ,,
chubut,futaleufú,trevelín,DIAL UP,26035060,18 ,,
chubut,futaleufú,trevelín,SATELITAL,26035060,1 ,,
chubut,futaleufú,trevelín,WIRELESS,26035060,1.075 ,,
chubut,gaiman,28 de julio,FIBRA OPTICA,26042040,12 ,,
chubut,gaiman,28 de julio,Otros,26042040,1 ,,
chubut,gaiman,28 de julio,SATELITAL,26042040,1 ,,
chubut,gaiman,dolavon,DIAL UP,26042020,3 ,,
chubut,gaiman,dolavon,FIBRA OPTICA,26042020,55 ,,
chubut,gaiman,dolavon,Otros,26042020,336 ,,
chubut,gaiman,dolavon,SATELITAL,26042020,1 ,,
chubut,gaiman,gaiman,ADSL,26042030,180 ,,
chubut,gaiman,gaiman,DIAL UP,26042030,14 ,,
chubut,gaiman,gaiman,FIBRA OPTICA,26042030,90 ,,
chubut,gaiman,gaiman,Otros,26042030,848 ,,
chubut,gaiman,gaiman,SATELITAL,26042030,2 ,,
chubut,gaiman,otros,SATELITAL,Sin Datos,14 ,,
chubut,gastre,blancuntre,SATELITAL,26049010,1 ,,
chubut,gastre,el escorial,SATELITAL,26049020,1 ,,
chubut,gastre,gastre,WIRELESS,26049030,147 ,,
chubut,gastre,lagunita salada,SATELITAL,26049040,1 ,,
chubut,gastre,lagunita salada,WIRELESS,26049040,38 ,,
chubut,gastre,yala laubat,SATELITAL,26049050,1 ,,
chubut,languiñeo,aldea epulef,SATELITAL,26056010,1 ,,
chubut,languiñeo,aldea epulef,WIRELESS,26056010,8 ,,
chubut,languiñeo,carrenleufú,SATELITAL,26056020,2 ,,
chubut,languiñeo,colan conhue,SATELITAL,26056030,1 ,,
chubut,languiñeo,colan conhue,WIRELESS,26056030,8 ,,
chubut,languiñeo,paso del sapo,SATELITAL,26056040,1 ,,
chubut,languiñeo,paso del sapo,WIRELESS,26056040,88 ,,
chubut,languiñeo,tecka,SATELITAL,26056050,1 ,,
chubut,mártires,el mirasol,SATELITAL,26063010,1 ,,
chubut,mártires,las plumas,SATELITAL,26063020,1 ,,
chubut,paso de indios,cerro cóndor,CABLEMODEM,26070010,1 ,,
chubut,paso de indios,cerro cóndor,SATELITAL,26070010,1 ,,
chubut,paso de indios,los altares,SATELITAL,26070020,1 ,,
chubut,paso de indios,los altares,WIRELESS,26070020,1 ,,
chubut,paso de indios,paso de indios,SATELITAL,26070030,1 ,,
chubut,rawson,playa magagna,CABLEMODEM,26077010,1.700 ,,
chubut,rawson,playa magagna,WIRELESS,26077010,3 ,,
chubut,rawson,playa unión,ADSL,26077020,536 ,,
chubut,rawson,playa unión,CABLEMODEM,26077020,202 ,,
chubut,rawson,playa unión,DIAL UP,26077020,11 ,,
chubut,rawson,playa unión,FIBRA OPTICA,26077020,101 ,,
chubut,rawson,playa unión,WIRELESS,26077020,421 ,,
chubut,rawson,rawson,ADSL,26077030,1.418 ,,
chubut,rawson,rawson,CABLEMODEM,26077030,8.686 ,,
chubut,rawson,rawson,DIAL UP,26077030,41 ,,
chubut,rawson,rawson,FIBRA OPTICA,26077030,774 ,,
chubut,rawson,rawson,Otros,26077030,300 ,,
chubut,rawson,rawson,SATELITAL,26077030,1 ,,
chubut,rawson,rawson,WIRELESS,26077030,508 ,,
chubut,rawson,trelew,ADSL,26077040,1.493 ,,
chubut,rawson,trelew,CABLEMODEM,26077040,24.072 ,,
chubut,rawson,trelew,DIAL UP,26077040,274 ,,
chubut,rawson,trelew,FIBRA OPTICA,26077040,9.284 ,,
chubut,rawson,trelew,Otros,26077040,1.421 ,,
chubut,rawson,trelew,SATELITAL,26077040,2 ,,
chubut,rawson,trelew,WIRELESS,26077040,1.289 ,,
chubut,río senguer,aldea apeleg,SATELITAL,26084010,1 ,,
chubut,río senguer,aldea apeleg,WIRELESS,26084010,1 ,,
chubut,río senguer,aldea beleiro,SATELITAL,26084020,1 ,,
chubut,río senguer,alto río senguer,DIAL UP,26084030,1 ,,
chubut,río senguer,alto río senguer,SATELITAL,26084030,3 ,,
chubut,río senguer,alto río senguer,WIRELESS,26084030,1 ,,
chubut,río senguer,doctor ricardo rojas,SATELITAL,26084040,1 ,,
chubut,río senguer,facundo,SATELITAL,26084050,1 ,,
chubut,río senguer,facundo,WIRELESS,26084050,41 ,,
chubut,río senguer,lago blanco,SATELITAL,26084060,1 ,,
chubut,río senguer,río mayo,ADSL,26084070,140 ,,
chubut,río senguer,río mayo,FIBRA OPTICA,26084070,4 ,,
chubut,río senguer,río mayo,SATELITAL,26084070,2 ,,
chubut,río senguer,río mayo,WIRELESS,26084070,621 ,,
chubut,sarmiento,buen pasto,SATELITAL,26091010,1 ,,
chubut,sarmiento,sarmiento,ADSL,26091020,1.390 ,,
chubut,sarmiento,sarmiento,CABLEMODEM,26091020,1 ,,
chubut,sarmiento,sarmiento,FIBRA OPTICA,26091020,1.243 ,,
chubut,sarmiento,sarmiento,SATELITAL,26091020,1 ,,
chubut,sarmiento,sarmiento,WIRELESS,26091020,521 ,,
chubut,tehuelches,gobernador costa,DIAL UP,26098020,1 ,,
chubut,tehuelches,josé de san martín,SATELITAL,26098030,1 ,,
chubut,tehuelches,río pico,SATELITAL,26098040,2 ,,
chubut,telsen,gan gan,Otros,26105010,1 ,,
chubut,telsen,gan gan,SATELITAL,26105010,1 ,,
chubut,telsen,gan gan,WIRELESS,26105010,156 ,,
chubut,telsen,telsen,CABLEMODEM,26105020,18 ,,
chubut,telsen,telsen,SATELITAL,26105020,4 ,,
chubut,telsen,telsen,WIRELESS,26105020,104 ,,
cordoba,calamuchita,amboy,WIRELESS,14007010,174 ,,
cordoba,calamuchita,cañada del sauce,ADSL,14007030,1 ,,
cordoba,calamuchita,capilla vieja,WIRELESS,14007040,20 ,,
cordoba,calamuchita,el corcovado - el torreón,ADSL,14007050,52 ,,
cordoba,calamuchita,el corcovado - el torreón,WIRELESS,14007050,30 ,,
cordoba,calamuchita,embalse,FIBRA OPTICA,14007060,1.566 ,,
cordoba,calamuchita,embalse,SATELITAL,14007060,1 ,,
cordoba,calamuchita,embalse,WIRELESS,14007060,1.926 ,,
cordoba,calamuchita,la cruz,ADSL,14007070,8 ,,
cordoba,calamuchita,la cruz,WIRELESS,14007070,396 ,,
cordoba,calamuchita,la cumbrecita,Otros,14007080,1 ,,
cordoba,calamuchita,la cumbrecita,WIRELESS,14007080,250 ,,
cordoba,calamuchita,las bajadas,WIRELESS,14007090,27 ,,
cordoba,calamuchita,las caleras,WIRELESS,14007100,7 ,,
cordoba,calamuchita,los cóndores,ADSL,14007110,423 ,,
cordoba,calamuchita,los cóndores,SATELITAL,14007110,1 ,,
cordoba,calamuchita,los cóndores,WIRELESS,14007110,510 ,,
cordoba,calamuchita,los molinos,WIRELESS,14007120,52 ,,
cordoba,calamuchita,los reartes,ADSL,14007130,23 ,,
cordoba,calamuchita,los reartes,FIBRA OPTICA,14007130,608 ,,
cordoba,calamuchita,los reartes,SATELITAL,14007130,1 ,,
cordoba,calamuchita,los reartes,WIRELESS,14007130,614 ,,
cordoba,calamuchita,río de los sauces,WIRELESS,14007170,2 ,,
cordoba,calamuchita,san agustín,ADSL,14007180,110 ,,
cordoba,calamuchita,san agustín,WIRELESS,14007180,1 ,,
cordoba,calamuchita,san ignacio (loteo san javier),WIRELESS,14007190,19 ,,
cordoba,calamuchita,san ignacio (loteo vélez crespo),WIRELESS,14007170,9 ,,
cordoba,calamuchita,santa monica,WIRELESS,14007170,106 ,,
cordoba,calamuchita,santa rosa de calamuchita,ADSL,14007210,526 ,,
cordoba,calamuchita,santa rosa de calamuchita,CABLEMODEM,14007210,1.805 ,,
cordoba,calamuchita,santa rosa de calamuchita,FIBRA OPTICA,14007210,279 ,,
cordoba,calamuchita,santa rosa de calamuchita,WIRELESS,14007210,3.460 ,,
cordoba,calamuchita,segunda usina,WIRELESS,14007220,73 ,,
cordoba,calamuchita,villa alpina,WIRELESS,14007240,5 ,,
cordoba,calamuchita,villa amancay,WIRELESS,14007250,229 ,,
cordoba,calamuchita,villa berna,ADSL,14007260,32 ,,
cordoba,calamuchita,villa berna,WIRELESS,14007260,15 ,,
cordoba,calamuchita,villa ciudad parque los reartes,CABLEMODEM,14007170,497 ,,
cordoba,calamuchita,villa ciudad parque los reartes,WIRELESS,14007170,160 ,,
cordoba,calamuchita,villa ciudad parque los reartes (1a. sección),WIRELESS,14007270,256 ,,
cordoba,calamuchita,villa del dique,ADSL,14007290,555 ,,
cordoba,calamuchita,villa del dique,FIBRA OPTICA,14007290,256 ,,
cordoba,calamuchita,villa del dique,Otros,14007290,128 ,,
cordoba,calamuchita,villa del dique,WIRELESS,14007290,974 ,,
cordoba,calamuchita,villa general belgrano,CABLEMODEM,14007310,254 ,,
cordoba,calamuchita,villa general belgrano,Otros,14007310,1 ,,
cordoba,calamuchita,villa general belgrano,SATELITAL,14007310,1 ,,
cordoba,calamuchita,villa general belgrano,WIRELESS,14007310,1.258 ,,
cordoba,calamuchita,villa quillinzo,WIRELESS,14007330,147 ,,
cordoba,calamuchita,villa rumipal,FIBRA OPTICA,14007340,47 ,,
cordoba,calamuchita,villa rumipal,WIRELESS,14007340,979 ,,
cordoba,calamuchita,villa san miguel,WIRELESS,14007170,5 ,,
cordoba,calamuchita,villa yacanto,WIRELESS,14007360,135 ,,
cordoba,capital,córdoba,ADSL,14014010,25.694 ,,
cordoba,capital,córdoba,CABLEMODEM,14014010,201.121 ,,
cordoba,capital,córdoba,DIAL UP,14014010,42 ,,
cordoba,capital,córdoba,FIBRA OPTICA,14014010,292.472 ,,
cordoba,capital,córdoba,Otros,14014010,1.218 ,,
cordoba,capital,córdoba,SATELITAL,14014010,11 ,,
cordoba,capital,córdoba,WIRELESS,14014010,4.356 ,,
cordoba,capital,otros,WIRELESS,Sin Datos,695 ,,
cordoba,colón,agua de oro,ADSL,14021010,370 ,,
cordoba,colón,agua de oro,FIBRA OPTICA,14021010,65 ,,
cordoba,colón,agua de oro,WIRELESS,14021010,65 ,,
cordoba,colón,ascochinga,ADSL,14021020,116 ,,
cordoba,colón,ascochinga,FIBRA OPTICA,14021020,1 ,,
cordoba,colón,colonia caroya,ADSL,14021050,626 ,,
cordoba,colón,colonia caroya,CABLEMODEM,14021050,567 ,,
cordoba,colón,colonia caroya,FIBRA OPTICA,14021050,7.194 ,,
cordoba,colón,colonia caroya,WIRELESS,14021050,42 ,,
cordoba,colón,el manzano,ADSL,14021110,125 ,,
cordoba,colón,el manzano,WIRELESS,14021110,20 ,,
cordoba,colón,general paz,ADSL,14021130,157 ,,
cordoba,colón,jesús maría,ADSL,14021140,645 ,,
cordoba,colón,jesús maría,CABLEMODEM,14021140,3.840 ,,
cordoba,colón,jesús maría,FIBRA OPTICA,14021140,7.917 ,,
cordoba,colón,jesús maría,WIRELESS,14021140,23 ,,
cordoba,colón,la calera,ADSL,14021150,961 ,,
cordoba,colón,la calera,CABLEMODEM,14021150,7.681 ,,
cordoba,colón,la calera,FIBRA OPTICA,14021150,1.013 ,,
cordoba,colón,la calera,Otros,14021150,316 ,,
cordoba,colón,la calera,SATELITAL,14021150,1 ,,
cordoba,colón,la calera,WIRELESS,14021150,496 ,,
cordoba,colón,la granja,ADSL,14021160,382 ,,
cordoba,colón,la granja,WIRELESS,14021160,26 ,,
cordoba,colón,los molles,SATELITAL,14021180,2 ,,
cordoba,colón,malvinas argentinas,ADSL,14021190,343 ,,
